SNL27	SNL45	SHAM24	SHAM35
1:134420474-134421412|Adipor1|P	80	87	72	65
1:134421709-134422377|Adipor1|P	52	58	62	48
1:134457525-134458133|Klhl12|P	64	35	57	25
1:134494926-134495408|Rabif|P	63	29	48	35
1:134495999-134496297|Rabif|P	34	25	16	16
1:134513167-134513792|Rabif|P	73	122	101	72
1:134555918-134556608|Kdm5b|P	73	45	98	39
1:134561257-134561797|Kdm5b|P	43	75	16	53
1:134570193-134570660|Kdm5b|P	19	33	35	20
1:134646198-134647326|Syt2|P	109	257	151	164
1:134679280-134680542|Syt2|P	145	96	89	55
1:134708962-134709727|Syt2|P	67	82	91	61
1:134719664-134720191|Syt2|P	37	62	58	56
1:134747390-134747846|Syt2|P	17	91	43	20
1:134803059-134804209|Ppp1r12b|P	77	95	38	90
1:134987254-134988251|Ube2t|P	94	227	197	191
1:135104871-135105443|Lgr6|P	83	111	99	123
1:135130812-135133286|Ptprv|P	297	366	316	214
1:135148127-135148553|Arl8a|P	42	40	43	44
1:135148989-135149296|Arl8a|P	39	21	36	28
1:135154628-135154949|Arl8a|P	11	30	50	36
1:135267888-135268993|Rnpep|P	77	132	65	43
1:135280089-135282545|Rnpep|P	164	229	207	187
1:135311228-135311590|Timm17a|P	39	37	44	26
1:135312420-135312941|Timm17a|P	58	50	46	41
1:135368227-135369395|Shisa4|P	62	106	94	77
1:135369611-135369951|Shisa4|P	31	36	24	7
1:135374370-135375646|Shisa4|P	126	174	152	96
1:135411301-135411836|Ipo9|P	47	55	47	35
1:135426548-135428213|Ipo9|P	144	150	111	131
1:135428494-135428955|Ipo9|P	43	44	46	48
1:135507554-135508259|Nav1|P	42	82	57	56
1:135510151-135511191|Nav1|P	98	143	99	93
1:135513511-135513848|Nav1|P	36	12	22	43
1:135514115-135514580|Nav1|P	32	59	40	14
1:135514989-135515379|Nav1|P	0	8	31	36
1:135515541-135518120|Nav1|P	264	358	286	295
1:135533442-135535714|Nav1|P	234	229	217	196
1:135536707-135537422|Nav1|P	46	52	69	74
1:135538489-135539092|Nav1|P	17	20	53	57
1:135548751-135549946|Gm4793|P	132	131	137	118
1:135553256-135553871|Gm4793|P	57	22	51	42
1:135553956-135554498|Gm4793|P	46	88	74	59
1:135554709-135555672|Gm4793|P	105	116	86	99
1:135565347-135566157|Gm4793|P	28	56	51	112
1:135568070-135568490|Gm4793|P	22	15	29	48
1:135581644-135582772|Gm4793|P	94	112	110	118
1:135582984-135583359|Gm4793|P	13	33	34	11
1:135583967-135585378|Nav1|P	96	197	175	95
1:135585662-135586192|Nav1|P	31	56	42	27
1:135615625-135616657|Nav1|P	94	109	73	91
1:135616789-135619838|Nav1|P	277	371	214	238
1:135620172-135620492|Nav1|P	39	37	30	4
1:135620797-135622187|Nav1|P	86	148	68	80
1:135625311-135627102|Nav1|P	169	178	164	116
1:135627453-135627918|Nav1|P	35	47	50	35
1:135628730-135629331|Nav1|P	11	30	69	50
1:135629729-135631436|Nav1|P	93	167	115	76
1:135631839-135632780|Nav1|P	74	93	55	92
1:135633013-135633783|Nav1|P	60	91	46	22
1:135633949-135636624|Nav1|P	270	375	291	230
1:135636771-135638064|Nav1|P	65	127	89	103
1:135643889-135644574|Nav1|P	58	51	24	26
1:135645845-135646256|Nav1|P	16	38	23	37
1:135658141-135660863|Nav1|P	309	400	361	302
1:135661805-135662291|Nav1|P	40	57	56	43
1:135669349-135670519|Nav1|P	102	161	161	118
1:135680967-135681482|Nav1|P	53	122	53	20
1:135687005-135688008|Nav1|P	62	101	84	39
1:135765632-135766814|Phlda3|P	99	271	176	114
1:135793365-135794099|Tnni1|P	36	95	61	30
1:135818469-135819173|Lad1|P	100	160	147	90
1:13587958-13588555|Tram1|P	41	45	44	21
1:135918933-135919338|Pkp1|P	43	34	27	58
1:136007403-136007809|Tmem9|P	42	31	52	27
1:136018534-136018768|Tmem9|P	27	40	48	39
1:136050957-136051610|Ascl5|P	74	84	95	62
1:136116468-136121400|Cacna1s|P	632	1113	803	649
1:136122013-136123426|Cacna1s|P	108	190	115	78
1:136123671-136127718|Gm15850|P	355	653	368	273
1:136128530-136129715|Gm15850|P	102	203	101	146
1:136130007-136130653|Gm15850|P	63	84	82	84
1:136132931-136139611|Kif21b|P	923	990	1011	875
1:136140147-136144282|Kif21b|P	378	668	497	438
1:136144607-136145317|Kif21b|P	60	63	83	42
1:136146860-136147676|Kif21b|P	51	109	104	78
1:136169106-136169460|Kif21b|P	7	71	63	48
1:136233513-136234627|Inava|P	102	155	101	119
1:136259717-136261052|Gpr25|P	124	333	232	177
1:136328240-136328836|Camsap2|P	29	11	14	47
1:136331681-136332264|Camsap2|P	19	57	39	41
1:136343385-136343975|Camsap2|P	54	44	49	34
1:136344645-136345457|Camsap2|P	33	60	32	25
1:136429665-136430717|Ddx59|P	84	108	67	67
1:136466253-136466808|Kif14|P	98	108	51	79
1:13648172-13649523|Lactb2|P	132	114	109	48
1:13650082-13650600|Lactb2|P	32	80	31	38
1:13652329-13653151|Lactb2|P	54	94	58	35
1:13653461-13654084|Lactb2|P	29	74	26	37
1:13654295-13654596|Lactb2|P	29	28	29	0
1:136578012-136578353|Zfp281|P	49	29	26	33
1:136581248-136582223|Zfp281|P	69	96	56	20
1:13658276-13659262|Lactb2|P	86	85	73	66
1:136625584-136626845|Zfp281|P	119	185	110	135
1:136636795-136637127|Zfp281|P	18	43	43	36
1:136637916-136638369|Zfp281|P	21	49	17	44
1:136676237-136676627|Gm19705|P	26	33	27	19
1:136948587-136949335|Nr5a2|P	107	138	100	110
1:136952296-136953313|Nr5a2|P	53	114	108	83
1:137008789-137009131|Nr5a2|P	21	36	31	4
1:137620799-137621049|Mir181a-1|DI	18	13	16	12
1:137955283-137955708|Mir181a-1|P	44	28	33	27
1:138126786-138127199|Ptprc|P	17	37	45	19
1:138131761-138132174|Ptprc|P	31	38	18	32
1:138132881-138133708|Ptprc|P	57	71	31	23
1:138134048-138134420|Ptprc|P	29	33	13	12
1:138135555-138135927|Ptprc|P	19	38	32	17
1:138137110-138138460|Ptprc|P	110	87	89	49
1:138145358-138145777|Ptprc|P	42	20	7	42
1:138153915-138154713|Ptprc|P	35	76	46	35
1:138161991-138162496|Ptprc|P	46	58	33	23
1:138172087-138172452|Ptprc|P	27	71	39	36
1:138190722-138191211|Ptprc|P	55	76	47	38
1:138191455-138192879|Ptprc|P	82	141	141	72
1:138273878-138274539|Atp6v1g3|P	38	39	14	20
1:138507577-138507856|Nek7|P	43	42	27	15
1:138511283-138511745|Nek7|P	51	52	41	58
1:138539618-138540241|Nek7|P	25	51	54	35
1:138542777-138543818|Nek7|P	72	43	94	48
1:138547563-138548403|Nek7|P	49	86	75	45
1:138550347-138551069|Nek7|P	64	137	64	59
1:138559302-138559951|Nek7|P	60	82	63	53
1:138560502-138561181|Nek7|P	60	82	27	33
1:138561426-138562009|Nek7|P	50	30	20	48
1:138567924-138569087|Nek7|P	67	103	46	61
1:138570396-138570759|Nek7|P	46	32	17	26
1:138571019-138572263|Nek7|P	68	127	82	46
1:138574019-138574387|Nek7|P	25	65	44	7
1:138576859-138577213|Nek7|P	43	37	46	28
1:138577494-138578271|Nek7|P	66	97	58	28
1:138579263-138580062|Nek7|P	70	82	41	75
1:138582175-138583750|Nek7|P	96	164	92	96
1:138588574-138588854|Nek7|P	15	9	11	10
1:138594018-138594510|Nek7|P	49	42	42	22
1:138595990-138596569|Nek7|P	46	53	59	23
1:138606546-138607289|Nek7|P	61	106	69	75
1:138608719-138609533|Nek7|P	62	82	48	30
1:138611485-138611804|Nek7|P	22	30	30	25
1:138614938-138616559|Nek7|P	107	192	126	56
1:138620279-138621594|Nek7|P	71	74	90	35
1:138623259-138623838|Nek7|P	38	52	44	19
1:138822474-138823171|Lhx9|P	48	84	12	26
1:138841403-138842060|Lhx9|P	71	88	83	42
1:138843326-138844119|Lhx9|P	75	57	53	57
1:138847911-138849379|Lhx9|P	127	237	137	123
1:138967080-138968420|Dennd1b|P	128	122	86	74
1:138974831-138975855|4930596I21Rik|P	41	62	92	24
1:138982013-138983085|4930596I21Rik|P	61	95	78	74
1:138983707-138984230|4930596I21Rik|P	33	19	11	18
1:139001333-139002235|4930596I21Rik|P	76	87	29	64
1:139002833-139003349|4930596I21Rik|P	43	38	35	28
1:139015303-139016279|4930596I21Rik|P	84	53	53	60
1:139036470-139037102|Dennd1b|P	14	72	51	19
1:139068254-139068611|Dennd1b|P	17	34	44	38
1:139423188-139424383|Zbtb41|P	82	104	52	59
1:139454279-139454550|Aspm|P	26	33	10	43
1:139454932-139455658|Aspm|P	67	96	119	121
1:140245427-140246673|Kcnt2|P	118	193	124	58
1:14309689-14310148|Eya1|P	19	75	64	51
1:143710034-143710697|Glrx2|P	44	63	41	30
1:143740087-143741085|Glrx2|P	56	115	49	61
1:143771555-143772585|Ro60|P	77	93	70	27
1:143778142-143778747|Uchl5|P	43	52	32	64
1:143814074-143814507|Uchl5|P	42	54	40	41
1:143836918-143837479|Uchl5|P	23	69	30	36
1:143889315-143889757|Uchl5|P	32	45	19	9
1:143889784-143890209|Uchl5|P	32	21	31	11
1:143903278-143903574|Rgs2|P	23	45	30	5
1:143915978-143916287|Rgs2|P	31	36	5	23
1:143919002-143919691|Rgs2|P	33	69	51	23
1:143982017-143982648|Rgs2|P	53	69	63	22
1:143985068-143985902|Rgs2|P	46	57	30	17
1:143988351-143988859|Rgs2|P	33	57	25	37
1:143999346-143999881|Rgs2|P	48	70	48	44
1:144000333-144001425|Rgs2|P	64	93	54	41
1:144140148-144140453|Rgs13|P	20	40	34	14
1:144282864-144283210|Rgs1|P	8	26	25	53
1:144283780-144284229|Rgs1|P	50	65	62	28
1:144299416-144299791|Rgs1|P	31	32	8	28
1:14505987-14507230|Eya1|P	125	167	170	144
1:14578349-14579217|Msc|P	80	96	36	35
1:14579751-14580218|Msc|P	29	72	44	35
1:14593974-14594745|Msc|P	54	72	56	34
1:14823480-14823937|Msc|P	21	36	34	31
1:14918597-14918963|Trpa1|P	33	30	42	37
1:149830871-149831297|Pla2g4a|P	12	48	32	7
1:149908754-149909324|Pla2g4a|P	30	62	35	18
1:149910499-149911691|Pla2g4a|P	96	100	71	25
1:149923530-149924008|Pla2g4a|P	47	42	16	23
1:149946409-149946751|Pla2g4a|P	30	60	37	23
1:149947805-149948695|Pla2g4a|P	73	78	58	27
1:149950102-149951434|Pla2g4a|P	56	143	71	69
1:149954245-149954862|Pla2g4a|P	43	60	40	56
1:150099505-150099933|Ptgs2os|P	17	59	43	21
1:150100162-150100408|Ptgs2|P	47	55	38	40
1:150993105-150993888|Hmcn1|P	69	99	86	125
1:151036209-151036966|Hmcn1|P	62	98	36	46
1:151104916-151106068|C730036E19Rik|P	95	111	70	39
1:151227297-151227984|C730036E19Rik|P	23	55	36	22
1:151244884-151246764|Ivns1abp|P	127	177	145	110
1:151248190-151249176|Ivns1abp|P	82	110	70	59
1:151251232-151252254|Ivns1abp|P	66	94	67	66
1:151252476-151252848|Ivns1abp|P	29	28	38	15
1:151258135-151259406|Ivns1abp|P	89	150	60	59
1:151285302-151286277|Ivns1abp|P	57	80	54	62
1:151288307-151288674|Ivns1abp|P	43	31	26	27
1:151289268-151290175|Ivns1abp|P	102	88	68	94
1:151312279-151312736|Ivns1abp|P	41	54	33	24
1:151312986-151313509|Ivns1abp|P	73	64	69	37
1:151337620-151338194|Ivns1abp|P	40	51	52	26
1:151339041-151340009|Ivns1abp|P	44	113	74	85
1:151340465-151340806|Ivns1abp|P	40	40	9	37
1:151341236-151342539|Ivns1abp|P	90	133	78	45
1:151348745-151349072|Ivns1abp|P	12	48	42	24
1:151350341-151350728|Ivns1abp|P	16	28	29	21
1:151427237-151427696|Swt1|P	37	34	38	20
1:151480319-151480702|Rnf2|P	25	42	53	34
1:151490521-151491335|Rnf2|P	45	62	61	42
1:151491647-151492233|Rnf2|P	31	61	52	40
1:151495195-151495834|Rnf2|P	7	43	20	45
1:151498105-151499299|Rnf2|P	106	87	46	45
1:151571209-151571881|Niban1|P	95	74	57	28
1:151584728-151585253|Niban1|P	40	66	24	38
1:151594587-151595207|Niban1|P	32	60	61	19
1:151598511-151599176|Niban1|P	33	59	47	34
1:151619524-151620635|Niban1|P	68	106	98	76
1:151656854-151657511|Niban1|P	57	77	36	19
1:151661498-151661974|Niban1|P	29	71	40	28
1:151685660-151686330|Niban1|P	63	108	45	43
1:151688348-151689734|Niban1|P	164	113	64	77
1:151703151-151703981|Niban1|P	73	61	21	45
1:151706657-151707551|Niban1|P	64	101	45	15
1:151708088-151710190|Niban1|P	158	169	131	106
1:151755842-151756563|Edem3|P	26	64	95	57
1:151917445-151917905|1700025G04Rik|P	54	16	30	16
1:151918145-151919187|1700025G04Rik|P	82	96	54	76
1:151931814-151932701|1700025G04Rik|P	37	37	80	41
1:151947412-151947789|1700025G04Rik|P	23	56	31	16
1:151948148-151948527|1700025G04Rik|P	39	58	38	14
1:151952824-151954581|1700025G04Rik|P	132	141	123	91
1:151957431-151958025|1700025G04Rik|P	41	77	48	74
1:151958962-151959605|1700025G04Rik|P	30	101	64	49
1:151980462-151980967|1700025G04Rik|P	32	72	81	19
1:151999016-151999950|1700025G04Rik|P	72	59	44	23
1:152008339-152008933|1700025G04Rik|P	28	60	45	18
1:152015204-152016002|1700025G04Rik|P	57	75	61	51
1:152084593-152085149|1700025G04Rik|P	53	51	21	42
1:152089658-152089999|1700025G04Rik|P	45	44	8	0
1:152090769-152091515|1700025G04Rik|P	52	92	53	83
1:152167097-152168447|1700025G04Rik|P	74	99	93	77
1:152253932-152254422|Tsen15|P	17	30	33	51
1:152288156-152289030|Tsen15|P	52	88	83	43
1:152291043-152291485|Tsen15|P	16	45	37	32
1:152291825-152292544|Tsen15|P	48	42	65	33
1:152399828-152400574|Colgalt2|P	85	144	98	82
1:152497404-152497860|Rgl1|P	46	21	37	19
1:152525363-152525711|Rgl1|P	45	29	24	22
1:152527987-152528573|Rgl1|P	56	101	28	47
1:152529251-152530122|Rgl1|P	94	180	119	37
1:152539456-152540246|Rgl1|P	65	90	37	45
1:152540500-152541029|Rgl1|P	30	54	35	14
1:152541326-152541788|Rgl1|P	26	47	18	26
1:152552554-152553479|Rgl1|P	78	107	41	19
1:152554552-152555699|Rgl1|P	123	107	68	102
1:152556134-152556967|Rgl1|P	44	96	49	52
1:152572832-152573196|Rgl1|P	41	54	38	57
1:152576899-152577145|Rgl1|P	17	30	10	33
1:152581309-152581933|Rgl1|P	53	80	58	34
1:152591455-152593562|Rgl1|P	210	236	154	123
1:152594188-152594969|Rgl1|P	52	74	70	69
1:152595132-152595634|Rgl1|P	32	29	41	53
1:152598569-152600588|Rgl1|P	178	222	127	176
1:152606517-152607040|Rgl1|P	69	29	24	55
1:152609583-152612801|Rgl1|P	296	421	291	181
1:152613075-152615643|Rgl1|P	251	296	241	177
1:152616582-152618253|Rgl1|P	165	224	162	146
1:152622610-152624121|Rgl1|P	82	157	127	91
1:152720784-152721221|Apobec4|P	31	29	35	22
1:152770698-152771391|Arpc5|P	30	41	58	52
1:152795808-152797692|Ncf2|P	149	223	140	65
1:152798456-152800217|Ncf2|P	148	213	122	88
1:152800427-152801224|Ncf2|P	38	80	48	49
1:152804691-152805607|Ncf2|P	69	126	90	46
1:152808957-152810239|Ncf2|P	148	187	163	124
1:152810575-152811389|Ncf2|P	51	119	69	57
1:152812088-152812404|Ncf2|P	33	28	42	12
1:152813734-152815974|Ncf2|P	219	274	221	148
1:152816123-152817365|Ncf2|P	106	134	130	93
1:152817605-152818670|Ncf2|P	132	131	124	95
1:152820863-152821136|Ncf2|P	31	27	24	9
1:152832038-152833312|Smg7|P	61	102	43	94
1:152838117-152838748|Smg7|P	35	61	63	33
1:152901440-152902170|Smg7|P	13	83	46	82
1:152903654-152904027|Smg7|P	22	42	19	37
1:152954854-152956195|Nmnat2|P	84	158	109	110
1:153084359-153084678|Nmnat2|P	24	12	42	49
1:153185810-153186447|Lamc2|P	54	102	94	60
1:153308668-153309117|Lamc1|P	29	45	23	17
1:153331742-153332272|Lamc1|P	48	82	61	46
1:153333247-153333633|Lamc1|P	52	71	34	36
1:153408348-153410243|E330020D12Rik|P	102	185	101	66
1:153411753-153412070|E330020D12Rik|P	35	5	23	5
1:153424166-153424871|Shcbp1l|P	79	62	71	23
1:153425101-153425610|Shcbp1l|P	31	107	71	98
1:153484964-153485638|Dhx9|P	33	68	37	25
1:153489596-153491606|Dhx9|P	167	213	119	106
1:153493289-153494247|Dhx9|P	77	109	67	68
1:153501680-153502791|Dhx9|P	77	120	96	5
1:153526677-153527413|Npl|P	60	76	49	32
1:153531261-153532213|Npl|P	56	107	74	48
1:153535438-153536013|Npl|P	20	43	94	26
1:153542820-153543975|Npl|P	70	132	47	58
1:153547213-153547863|Npl|P	30	109	46	53
1:153548045-153548745|Npl|P	72	73	61	38
1:153700798-153701352|Rgs8|P	30	24	40	5
1:153709495-153709900|C230024C17Rik|P	25	54	22	45
1:153739825-153740636|Rgs16|P	64	117	77	57
1:153748123-153748836|Rnasel|P	86	61	42	38
1:153749610-153750309|Rnasel|P	34	82	42	65
1:153751906-153752953|Rnasel|P	66	27	58	68
1:153753712-153754438|Rnasel|P	50	94	54	49
1:153767638-153768553|Rnasel|P	79	100	73	66
1:153768919-153769371|Rnasel|P	46	45	25	27
1:153802492-153803717|Rgsl1|P	61	141	66	62
1:153897262-153898000|Mir8114|P	87	99	62	52
1:153898239-153899463|Mir8114|P	88	121	97	49
1:153902950-153903482|Glul|P	71	56	50	46
1:153903651-153904382|Glul|P	54	82	52	40
1:153904802-153905573|Glul|P	47	76	36	77
1:153906047-153906568|Glul|P	30	47	41	38
1:153906846-153907117|Glul|P	16	31	23	34
1:153907715-153909110|Glul|P	77	183	154	124
1:153909736-153911119|Glul|P	94	158	87	67
1:153919756-153920536|Glul|P	28	78	93	58
1:153921634-153922000|Glul|P	32	55	22	55
1:153922302-153922967|Glul|P	26	65	37	15
1:153946804-153947251|Glul|P	23	48	38	29
1:153948358-153950034|Glul|P	138	187	112	67
1:153951661-153954398|Glul|P	188	289	166	150
1:153964091-153964705|Glul|P	30	24	62	24
1:153980673-153981729|Glul|P	76	106	63	88
1:154004629-154005705|Glul|P	112	112	58	69
1:154007194-154007766|Glul|P	31	73	53	42
1:154008183-154008625|Glul|P	54	58	38	26
1:154009388-154010490|Glul|P	73	86	41	15
1:154016585-154017306|Glul|P	57	92	92	43
1:154029200-154030247|Glul|P	109	62	63	71
1:154030448-154031740|Glul|P	136	135	109	114
1:154032560-154033058|Glul|P	46	70	44	29
1:154033730-154035426|Glul|P	115	231	113	114
1:154036259-154036602|Glul|P	7	27	38	0
1:154036850-154037553|Glul|P	34	66	50	28
1:154061149-154062330|Zfp648|P	13	88	46	46
1:154079016-154080084|Zfp648|P	104	189	108	127
1:154080391-154081291|Zfp648|P	63	81	53	44
1:154090380-154091081|Zfp648|P	28	77	56	34
1:154091220-154091926|Zfp648|P	42	80	33	33
1:154093069-154094188|Zfp648|P	71	113	89	73
1:154094857-154095391|Zfp648|P	49	21	59	30
1:154095931-154096567|Zfp648|P	20	61	28	19
1:154098181-154099403|Zfp648|P	90	92	55	40
1:154099574-154100143|Zfp648|P	45	50	47	41
1:154100213-154104363|Zfp648|P	323	473	314	272
1:154109950-154111039|Zfp648|P	40	72	114	21
1:154111472-154114899|Zfp648|P	230	291	287	205
1:154115204-154115441|Zfp648|P	30	12	11	37
1:154116878-154117906|Zfp648|P	88	79	66	25
1:154118225-154118682|Zfp648|P	55	65	44	29
1:154174244-154175324|Zfp648|P	75	119	66	52
1:154204648-154205601|Zfp648|P	34	187	104	79
1:154617906-154618723|Cacna1e|P	51	57	71	49
1:154618926-154619392|Cacna1e|P	23	99	43	49
1:154625293-154625759|Cacna1e|P	29	51	29	32
1:154637931-154638601|Cacna1e|P	38	65	56	8
1:154686466-154687304|Cacna1e|P	101	114	53	60
1:154704553-154705515|Cacna1e|P	79	89	71	42
1:154725609-154727164|Cacna1e|P	122	140	84	51
1:155018372-155018923|Gm9530|P	53	75	37	27
1:155028838-155029603|Gm9530|P	76	150	93	101
1:155039057-155039564|Gm9530|P	21	38	34	2
1:155049238-155049944|Gm9530|P	48	73	61	77
1:155050994-155053796|Gm9530|P	228	384	272	192
1:155059052-155063377|Gm9530|P	386	606	396	385
1:155064349-155066489|Gm9530|P	130	233	180	100
1:155069664-155070318|Gm9530|P	81	84	63	49
1:155070715-155072469|Gm9530|P	154	224	144	111
1:155072732-155075335|Gm9530|P	220	387	246	240
1:155075676-155076100|Gm9530|P	28	67	27	23
1:155082629-155083071|Gm9530|P	34	40	47	48
1:155084507-155085456|Gm9530|P	85	78	88	79
1:155086163-155087235|Gm9530|P	80	136	107	62
1:155087529-155088446|Gm9530|P	53	93	59	61
1:155089219-155089922|Gm9530|P	48	95	52	37
1:155090261-155091307|Gm9530|P	55	111	104	28
1:155091524-155093706|Ier5|P	195	272	192	173
1:155095722-155096271|Ier5|P	55	61	35	33
1:155145014-155145655|Mr1|P	49	59	31	14
1:155145988-155146626|Mr1|P	23	56	32	4
1:155154943-155155521|Stx6|P	31	39	25	14
1:155167585-155168596|Stx6|P	52	59	68	80
1:155172862-155173393|Stx6|P	33	0	62	51
1:155202692-155203255|Stx6|P	0	19	40	42
1:155209837-155211345|BC034090|P	131	213	197	140
1:155222293-155222940|BC034090|P	79	82	96	94
1:155223166-155224431|BC034090|P	146	222	112	122
1:155232179-155232614|BC034090|P	13	5	51	46
1:155243985-155245163|BC034090|P	176	320	165	215
1:155388702-155389065|Xpr1|P	31	28	13	37
1:155391543-155391988|Xpr1|P	21	48	29	3
1:155558493-155558987|Acbd6|P	74	82	61	26
1:155559976-155560252|Acbd6|P	10	29	27	29
1:155573164-155573622|Acbd6|P	25	40	39	10
1:155593409-155593930|Acbd6|P	37	38	23	18
1:155736199-155738054|Lhx4|P	149	307	164	110
1:155741028-155743302|Lhx4|P	280	408	257	267
1:155795613-155796130|Qsox1|P	25	62	36	21
1:155810064-155810441|Qsox1|P	48	65	25	37
1:155862683-155863122|Cep350|P	31	59	34	29
1:155945416-155945695|Cep350|P	9	25	39	0
1:155968708-155969245|Cep350|P	41	40	46	23
1:155974149-155974426|Cep350|P	31	39	11	33
1:156002558-156002964|Tor1aip1|P	27	54	34	35
1:156003374-156003973|Tor1aip1|P	50	29	60	12
1:156024729-156025346|Tor1aip1|P	30	77	42	28
1:156027996-156028402|Tor1aip1|P	28	37	19	34
1:156033474-156034197|Tor1aip1|P	40	59	48	58
1:156040104-156040732|Tor1aip2|P	17	39	56	24
1:156066325-156066901|Tor1aip2|P	46	42	22	22
1:156204399-156205159|Fam163a|P	54	97	66	41
1:156303056-156303846|Tdrd5|P	129	197	120	129
1:156310635-156311206|Nphs2|P	45	108	106	42
1:156437463-156438176|Soat1|P	61	60	54	43
1:156441889-156442503|Soat1|P	35	49	35	21
1:156446605-156446973|Soat1|P	34	33	25	23
1:156459802-156460637|Soat1|P	73	104	56	69
1:156467482-156468794|Soat1|P	79	86	68	59
1:156470535-156471092|Soat1|P	61	81	45	73
1:156471475-156472386|Soat1|P	97	149	74	78
1:156472694-156473411|Soat1|P	56	52	57	33
1:156558167-156558615|Abl2|P	40	45	51	39
1:156560361-156561119|Abl2|P	52	77	60	34
1:156573637-156574421|Abl2|P	31	73	38	40
1:156580445-156581728|Abl2|P	77	125	108	90
1:156604637-156605615|Abl2|P	103	128	129	123
1:156613933-156614488|Abl2|P	39	66	54	46
1:156615900-156616452|Abl2|P	59	77	36	32
1:156617023-156618184|Abl2|P	97	129	74	58
1:156618446-156618855|Abl2|P	31	78	38	19
1:156619285-156619759|Abl2|P	20	45	13	38
1:156620203-156620776|Abl2|P	51	69	56	40
1:156672815-156673397|Tor3a|P	34	62	20	56
1:156674551-156675210|Tor3a|P	38	84	56	40
1:156680337-156681568|Tor3a|P	88	162	81	49
1:156754385-156755402|Fam20b|P	57	123	55	31
1:156859293-156860586|Angptl1|P	84	119	76	70
1:156920635-156921182|Ralgps2|P	29	39	42	51
1:156921586-156922206|Ralgps2|P	44	72	67	53
1:156931160-156931838|Ralgps2|P	46	61	64	23
1:156964185-156964508|Ralgps2|P	11	33	35	15
1:156985800-156986893|Ralgps2|P	90	174	74	92
1:156994000-156994589|Ralgps2|P	55	52	35	41
1:156996965-156997734|Ralgps2|P	36	74	46	50
1:157008429-157009020|Ralgps2|P	51	29	40	17
1:157012933-157015602|Ralgps2|P	159	283	129	140
1:157016679-157018028|Ralgps2|P	77	113	75	18
1:157018191-157019611|Ralgps2|P	76	142	77	61
1:157019838-157020717|Ralgps2|P	41	125	46	30
1:157038146-157038818|Tex35|P	81	90	37	47
1:157043725-157044347|Tex35|P	36	71	21	31
1:157046764-157048866|Tex35|P	117	263	201	165
1:157086331-157087025|Tex35|P	24	50	63	22
1:157101178-157101813|Tex35|P	20	81	47	44
1:157140634-157140996|Tex35|P	4	34	39	0
1:157181126-157181407|Rasal2|P	18	28	39	19
1:157407835-157408164|Rasal2|P	33	31	22	30
1:157411043-157411375|Rasal2|P	24	27	36	35
1:157415601-157416237|2810025M15Rik|P	46	64	56	32
1:157416738-157417345|2810025M15Rik|P	11	66	57	40
1:157417723-157418309|2810025M15Rik|P	68	66	8	43
1:157444629-157445259|Cryzl2|P	75	43	47	28
1:157445681-157446127|Cryzl2|P	35	30	22	7
1:157448170-157449220|Cryzl2|P	49	98	83	48
1:157449530-157450224|Cryzl2|P	57	63	42	26
1:157458229-157459052|Cryzl2|P	33	93	59	23
1:157549464-157550335|Sec16b|P	48	100	40	40
1:157552728-157553070|Sec16b|P	29	26	38	26
1:157553675-157555494|Sec16b|P	222	192	135	93
1:15892346-15893009|Sbspon|P	78	121	120	97
1:159234119-159234880|Cop1|P	52	47	89	22
1:159334284-159334610|Scarna3a|P	31	17	20	33
1:159372163-159372542|Cop1|P	47	42	36	27
1:159396394-159396929|Cop1|P	27	38	8	39
1:160044143-160045025|4930523C07Rik|P	74	55	79	47
1:160195575-160195932|Mrps14|P	30	54	32	43
1:160210886-160211637|Cacybp|P	47	48	67	52
1:160246148-160246624|Rabgap1l|P	15	34	33	35
1:16060148-16060723|4930444P10Rik|P	12	50	34	32
1:16078988-16080000|4930444P10Rik|P	15	74	34	39
